benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,4221758.0,19084216.0
510.parest_r,207577.0,1336197.0
523.xalancbmk_r,758911.0,0.0
531.deepsjeng_r,13965104.0,0.0
541.leela_r,49623.0,97322.0
605.mcf_s,4221758.0,19084216.0
623.xalancbmk_s,754441.0,0.0
631.deepsjeng_s,39150383.0,0.0
641.leela_s,49502.0,103964.0
