benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,0.623358,0.577233
510.parest_r,0.581804,0.58598
523.xalancbmk_r,0.553,0.0
531.deepsjeng_r,0.983712,0.0
541.leela_r,0.573043,0.567249
605.mcf_s,0.623358,0.577233
623.xalancbmk_s,0.549371,0.0
631.deepsjeng_s,0.98427,0.0
641.leela_s,0.572051,0.567909
