benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,34063973.0,34239736.0
510.parest_r,5439895.0,5516049.0
523.xalancbmk_r,705169.0,0.0
531.deepsjeng_r,11438782.0,0.0
541.leela_r,484683.0,487779.0
605.mcf_s,34063973.0,34239736.0
623.xalancbmk_s,706432.0,0.0
631.deepsjeng_s,112688654.0,0.0
641.leela_s,485092.0,488365.0
