benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,17048365.0,32767545.0
510.parest_r,2789083.0,5629028.0
523.xalancbmk_r,6109322.0,0.0
531.deepsjeng_r,11438188.0,0.0
541.leela_r,76147.0,126355.0
605.mcf_s,17048365.0,32767545.0
623.xalancbmk_s,6146489.0,0.0
631.deepsjeng_s,71276367.0,0.0
641.leela_s,76589.0,127333.0
