benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,0.999966,0.99992
510.parest_r,0.999907,0.999878
523.xalancbmk_r,0.999841,0.0
531.deepsjeng_r,0.999952,0.0
541.leela_r,0.999858,0.999697
605.mcf_s,0.999966,0.99992
623.xalancbmk_s,0.999841,0.0
631.deepsjeng_s,0.999992,0.0
641.leela_s,0.999859,0.9997
