benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,14109553.0,31784563.0
510.parest_r,1286598.0,2754563.0
523.xalancbmk_r,4923497.0,0.0
531.deepsjeng_r,11435674.0,0.0
541.leela_r,60375.0,101675.0
605.mcf_s,14109553.0,31784563.0
623.xalancbmk_s,4945943.0,0.0
631.deepsjeng_s,71273875.0,0.0
641.leela_s,60638.0,102772.0
