benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,0.743272,0.741041
510.parest_r,0.789433,0.790299
523.xalancbmk_r,0.091622,0.0
531.deepsjeng_r,0.999945,0.0
541.leela_r,0.811862,0.804187
605.mcf_s,0.743272,0.741041
623.xalancbmk_s,0.091343,0.0
631.deepsjeng_s,0.999994,0.0
641.leela_s,0.810296,0.802774
