benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,0.128777,0.215093
510.parest_r,0.034368,0.065007
523.xalancbmk_r,0.138475,0.0
531.deepsjeng_r,0.124858,0.0
541.leela_r,0.002925,0.006971
605.mcf_s,0.128777,0.215093
623.xalancbmk_s,0.139481,0.0
631.deepsjeng_s,0.124977,0.0
641.leela_s,0.002957,0.007029
