benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,0.376614,0.422712
510.parest_r,0.418123,0.413892
523.xalancbmk_r,0.446888,0.0
531.deepsjeng_r,0.016219,0.0
541.leela_r,0.426867,0.432532
605.mcf_s,0.376614,0.422712
623.xalancbmk_s,0.450518,0.0
631.deepsjeng_s,0.015719,0.0
641.leela_s,0.427859,0.431871
