benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,27050259.0,45525847.0
510.parest_r,6172336.0,11172987.0
523.xalancbmk_r,19104447.0,0.0
531.deepsjeng_r,11440598.0,0.0
541.leela_r,633798.0,1314291.0
605.mcf_s,27050259.0,45525847.0
623.xalancbmk_s,19245423.0,0.0
631.deepsjeng_s,71278771.0,0.0
641.leela_s,640651.0,1326442.0
