benchmark,DDR3_1600_8x8-Simple,DDR3_1600_8x8-DefaultO3
505.mcf_r,27582901.0,62116264.0
510.parest_r,2483466.0,5328234.0
523.xalancbmk_r,9558889.0,0.0
531.deepsjeng_r,22335286.0,0.0
541.leela_r,117851.0,198808.0
605.mcf_s,27582901.0,62116264.0
623.xalancbmk_s,9615118.0,0.0
631.deepsjeng_s,139206775.0,0.0
641.leela_s,118363.0,200905.0
